"","x"
"440",19.47378974
"441",23.2960789
"442",24.90011385
"443",28.47849533
"444",33.33065232
"445",6.753074014
"446",15.06136862
"447",15.12671706
"448",0
"449",3.88663609
"450",25.83457198
"451",44.5879911
"452",0
"453",15.16664871
"454",40.37403082
"455",0
"456",27.79577337
"457",72.31351298
"458",32.00160024
"459",51.8134607
"460",83.36436834
"461",2.641901391
"462",57.97752811
"463",80.28994263
"464",0
"465",9.564949769
"466",37.21381762
"467",47.09764929
"468",1.100030526
"469",35.70389569
"470",54.89240735
"471",0
"472",57.45048731
"473",77.02732986
"474",69.39855223
"475",85.4419715
"476",92.00324978
"477",21.86178566
"478",83.65433196
"479",92.95670274
"480",0
"481",1.297818598
"482",28.35051675
"483",40.1812432
"484",0
"485",40.45135336
"486",42.27311559
"487",0.910655456
"488",62.16368477
"489",66.88608561
"490",76.83418769
"491",91.6524383
"492",66.37274183
"493",2.534585496
"494",47.17441756
"495",52.43589363
"496",0
"497",3.542495517
"498",39.19686382
"499",45.87563784
"500",0
"501",24.02819715
"502",39.3913488
"503",0
"504",50.04747607
"505",74.62438876
"506",54.58472012
"507",74.81544975
"508",84.20189779
"509",2.234092607
"510",71.60789091
"511",72.77189285
"512",0
"513",4.275083316
"514",40.44190447
"515",46.6599306
"516",0
"517",46.64994849
"518",45.97105208
"519",0
"520",72.38342011
"521",82.71053034
"522",77.8707536
"523",96.59121826
"524",97.94800557
"525",3.498335753
"526",89.32288292
"527",89.21674959
"528",0
"529",9.910073167
"530",33.09515946
"531",39.91592357
"532",0.297246729
"533",43.42467948
"534",45.27500965
"535",0.858974836
"536",68.84924903
"537",64.60847653
"538",63.8547365
"539",76.33612431
"540",73.13965753
"541",4.497312079
"542",40.87667176
"543",40.31664678
"544",0
"545",24.27358667
"546",42.64405348
"547",47.5989822
"548",0.345789289
"549",40.97949244
"550",43.26194293
"551",1.497954505
"552",68.06627781
"553",74.75498754
"554",70.28309787
"555",80.52782377
"556",85.26909551
"557",21.94834142
"558",72.58738213
"559",77.03264152
"560",0
"561",23.09132333
"562",47.555818
"563",46.76206263
"564",0.605197064
"565",47.14534203
"566",45.98211557
"567",0
"568",79.73976585
"569",80.78664078
"570",84.69021766
"571",91.05627032
"572",98.17713445
"573",23.84150703
"574",86.41285544
"575",87.55418753
"576",0
"577",5.328990286
"578",35.45025708
"579",41.3324865
"580",0.843582648
"581",51.8998046
"582",57.85145251
"583",5.746329101
"584",79.76430493
"585",71.75951053
"586",66.51488049
"587",73.25828596
"588",76.19293385
"589",17.91828542
"590",57.18359642
"591",68.68894553
"592",0
"593",25.1420837
"594",40.99109313
"595",45.96047749
"596",1.429258981
"597",39.81522
"598",43.94267867
"599",3.976960117
"600",67.27749777
"601",78.369266
"602",47.69925782
"603",57.79971875
"604",65.34587527
"605",38.45991818
"606",78.01722823
"607",79.09053669
"608",0
"609",30.8246927
"610",53.49467932
"611",53.92524684
"612",2.85091101
"613",53.40370338
"614",54.61432374
"615",9.491590168
"616",85.17057946
"617",81.4856934
"618",85.59541842
"619",90.35242497
"620",88.9275364
"621",50.81603251
"622",93.50991268
"623",96.92264627
"624",0
"625",6.575127297
"626",8.742546332
"627",9.935132826
"628",1.705289038
"629",12.29594301
"630",16.85702349
"631",3.595206135
"632",19.90273024
"633",25.2527032
"634",16.1585109
"635",20.64357371
"636",24.16256349
"637",7.938107708
"638",13.6465536
"639",14.36737015
"640",0
"641",3.956885702
"642",22.516172
"643",39.74593472
"644",0
"645",15.82179421
"646",40.1396941
"647",0.57693322
"648",29.29795514
"649",73.73993868
"650",24.60602271
"651",39.09372544
"652",65.38933316
"653",2.344713425
"654",48.30710262
"655",72.94185386
"656",0
"657",10.00188169
"658",37.52076416
"659",52.58811564
"660",0.862838268
"661",34.28507945
"662",53.14523882
"663",2.173414859
"664",59.96800012
"665",80.9780499
"666",68.0065648
"667",84.91024962
"668",95.07020116
"669",15.22347574
"670",86.41541039
"671",92.13068227
"672",0
"673",2.038853369
"674",28.76096277
"675",44.56045142
"676",0.380918213
"677",44.68712072
"678",52.78848387
"679",1.112658983
"680",67.02083729
"681",72.46627889
"682",55.08984272
"683",63.25759385
"684",66.28326385
"685",6.141106311
"686",54.56358173
"687",63.22469221
"688",0
"689",2.256359852
"690",32.38635793
"691",44.44197306
"692",0
"693",21.71222946
"694",43.86426544
"695",0
"696",39.83155733
"697",78.71189796
"698",34.68494953
"699",51.68395023
"700",69.94718927
"701",1.517636561
"702",65.78374618
"703",79.37053051
"704",0
"705",2.510510682
"706",36.61548208
"707",52.67302388
"708",0
"709",32.99753143
"710",57.53990104
"711",0.544984175
"712",57.85208433
"713",85.89473594
"714",67.67136056
"715",95.55515456
"716",99.03446213
"717",2.310618854
"718",86.53541708
"719",94.50096737
"720",0
"721",7.7649642
"722",31.45776364
"723",39.80414391
"724",0.230274449
"725",47.71300168
"726",54.76985941
"727",0.737631078
"728",74.13888356
"729",71.26504827
"730",64.02888238
"731",74.63930208
"732",76.16070518
"733",5.908085833
"734",52.86647451
"735",56.03413013
"736",0
"737",12.72121896
"738",41.67771463
"739",43.87448476
"740",0.316193405
"741",40.29418927
"742",45.40015878
"743",0.778234105
"744",65.05218409
"745",78.61961971
"746",45.30738516
"747",56.65401799
"748",68.60611463
"749",12.48635948
"750",69.81626316
"751",75.30179851
"752",0
"753",14.49254361
"754",52.13571621
"755",48.86581696
"756",0.364667905
"757",55.18037009
"758",55.01223205
"759",1.087256852
"760",81.22830675
"761",80.71099803
"762",86.20017514
"763",84.17796028
"764",95.67591323
"765",14.50083816
"766",91.52862329
"767",92.65898323
"768",0
"769",12.6512469
"770",13.83708642
"771",15.0343232
"772",1.856863727
"773",4.344676685
"774",5.971176669
"775",8.323184663
"776",13.24692026
"777",15.01178808
"778",12.98584411
"779",17.08756486
"780",19.42152909
"781",61.68885211
"782",64.52902546
"783",64.66756982
"784",0
"785",14.26895253
"786",24.93013825
"787",38.55067304
"788",0
"789",1.224185961
"790",2.633257106
"791",1.932595354
"792",8.432863834
"793",11.40684881
"794",16.82928554
"795",35.53815083
"796",41.96438983
"797",2.917168593
"798",7.768371677
"799",14.74148388
"800",0
"801",21.50977994
"802",20.96272395
"803",26.67806508
"804",0
"805",3.941726457
"806",7.774794319
"807",2.331533569
"808",15.28777504
"809",23.43579167
"810",15.69796379
"811",27.33482675
"812",34.44632451
"813",9.061926079
"814",20.11332693
"815",25.93974836
"816",0
"817",2.968869757
"818",2.391870808
"819",20.86747592
"820",2.064063489
"821",11.1309805
"822",14.36693621
"823",9.085602443
"824",51.71538404
"825",53.23936389
"826",10.59565991
"827",12.24156469
"828",12.7214048
"829",20.53476821
"830",16.03639807
"831",19.29401032
"832",0
"833",24.42152468
"834",35.72058232
"835",34.68866542
"836",1.299881507
"837",17.26980964
"838",28.37187434
"839",5.370036774
"840",37.71186321
"841",36.02889558
"842",32.92776022
"843",59.55262648
"844",57.6053748
"845",18.46342998
"846",36.80966237
"847",44.33084711
"848",0
"849",26.52646529
"850",40.07198822
"851",44.04700483
"852",0.844427684
"853",10.60791195
"854",19.44976087
"855",4.67315366
"856",33.71090461
"857",58.95423439
"858",32.36907857
"859",58.30938102
"860",63.62909921
"861",15.1458408
"862",31.9937252
"863",53.36463944
"864",0
"865",5.928429551
"866",9.302544665
"867",34.88077285
"868",0.47110416
"869",28.77482765
"870",35.21497708
"871",4.111488109
"872",64.27233548
"873",65.69456697
"874",14.11480355
"875",17.56349703
"876",15.1215994
"877",12.74466628
"878",14.21418921
"879",16.84841979
"880",0
"881",19.58685815
"882",43.74297776
"883",41.13226409
"884",0.43718104
"885",23.41191123
"886",34.22871308
"887",2.005732083
"888",50.97511306
"889",50.54514481
"890",39.19022489
"891",59.13712916
"892",63.46127974
"893",14.56258268
"894",42.70687587
"895",51.1783537
"896",0
"897",20.79893886
"898",44.03844861
"899",47.42870408
"900",0.389738186
"901",14.82994008
"902",27.38026406
"903",1.922791563
"904",42.32124218
"905",66.26745697
"906",38.26811211
"907",65.27849508
"908",69.51698512
"909",11.65114169
"910",35.81675951
"911",49.09682213
"912",0
"913",7.529872142
"914",6.207239873
"915",6.570809399
"916",1.437204695
"917",3.173409432
"918",3.841376565
"919",5.555292598
"920",8.265401421
"921",7.74418158
"922",8.325690944
"923",11.6286041
"924",12.26145138
"925",0
"926",0
"927",0
"928",0
"929",0
"930",0
"931",0.90886504
"932",0
"933",0
"934",0
"935",0
"936",0
"937",2.861266724
"938",1.750205496
"939",2.483549677
"940",3.276927676
"941",19.54000931
"942",22.73241339
"943",23.80061603
"944",0
"945",0.323932677
"946",0.797104719
"947",1.464547888
"948",0
"949",0
"950",0
"951",0
"952",0
"953",0.640485616
"954",0
"955",2.151156432
"956",4.021363225
"957",20.0815606
"958",23.27699716
"959",24.54431776
"960",0
"961",14.56538038
"962",18.74350865
"963",19.60839775
"964",2.060581853
"965",16.39030586
"966",19.65840226
"967",6.853480142
"968",26.75645727
"969",27.04861196
"970",31.29909936
"971",35.2030282
"972",40.08669181
"973",68.76495224
"974",74.00970333
"975",70.58038327
"976",0
"977",12.56300254
"978",47.02427089
"979",48.56121582
"980",0.529819216
"981",47.2768797
"982",55.19349187
"983",NA
"984",73.2728017
"985",77.78682066
"986",69.39495874
"987",84.60201966
"988",85.14015258
"989",12.48383732
"990",78.00495066
"991",83.73721982
"992",0
"993",26.05284451
"994",53.83922891
"995",52.3137348
"996",3.500057239
"997",49.39865649
"998",56.13504943
"999",16.2490011
"1000",79.87241595
"1001",81.15116736
"1002",88.44637346
"1003",93.09950718
"1004",99.99999
"1005",36.89391539
"1006",94.34623373
"1007",93.02887198
"1008",0
"1009",34.28672739
"1010",51.07128287
"1011",44.71241275
"1012",1.112505085
"1013",50.90618574
"1014",54.23706048
"1015",4.695061055
"1016",83.3036144
"1017",70.00785114
"1018",52.85443039
"1019",72.15476775
"1020",73.13874552
"1021",18.412337
"1022",1.57607478
"1023",1.834161249
"1024",0
"1025",39.94694428
"1026",54.22375463
"1027",50.12467654
"1028",1.102452884
"1029",45.39654665
"1030",51.57354724
"1031",NA
"1032",77.85802389
"1033",80.13587028
"1034",80.58863006
"1035",86.2541164
"1036",91.93340238
"1037",49.30997149
"1038",86.10507439
"1039",88.16754027
"1040",0
"1041",45.04099086
"1042",52.01896484
"1043",50.27132659
"1044",1.402918235
"1045",50.57898439
"1046",51.23480839
"1047",6.591475121
"1048",83.09647392
"1049",79.26160687
"1050",86.19439925
"1051",91.26694463
"1052",95.38648822
"1053",63.26443611
"1054",94.87994774
"1055",93.42111456
"1056",0
"1057",31.76101887
"1058",47.94242943
"1059",42.81292825
"1060",0.39886034
"1061",45.57576479
"1062",49.32093179
"1063",3.622466468
"1064",75.31115449
"1065",67.19184926
"1066",54.63079808
"1067",63.14714159
"1068",63.83709974
"1069",20.39347896
"1070",0
"1071",0
"1072",0
"1073",34.30918762
"1074",52.55061961
"1075",52.37811419
"1076",0.695297498
"1077",43.182647
"1078",52.5635645
"1079",3.012114112
"1080",80.58281911
"1081",81.02094948
"1082",76.63515592
"1083",88.44485055
"1084",90.22793001
"1085",30.758172
"1086",85.68357471
"1087",86.971127
"1088",0
"1089",34.96627405
"1090",NA
"1091",NA
"1092",0.97555089
"1093",44.07099157
"1094",48.93807733
"1095",3.893641215
"1096",79.05542624
"1097",79.63886176
"1098",86.00345438
"1099",92.13719474
"1100",91.51096876
"1101",30.83522639
"1102",92.72370704
"1103",92.25602815
"1104",0
"1105",10.83765987
"1106",12.50803772
"1107",12.73955434
"1108",2.394993092
"1109",11.43188302
"1110",12.30347995
"1111",6.790590461
"1112",20.80036721
"1113",21.68053196
"1114",17.93331506
"1115",19.21909567
"1116",20.19717377
"1117",0
"1118",0
"1119",0
"1120",0
"1121",0.790615186
"1122",2.526419198
"1123",3.157273626
"1124",0
"1125",2.851219855
"1126",6.027659819
"1127",0.560055079
"1128",7.355604
"1129",12.61728598
"1130",NA
"1131",11.74526924
"1132",16.42931186
"1133",21.0553345
"1134",25.49533974
"1135",27.0324058
"1136",0
"1137",20.40750029
"1138",35.11112268
"1139",41.66896399
"1140",0.786304198
"1141",13.26476777
"1142",21.13166214
"1143",5.300523111
"1144",36.10138622
"1145",51.5197813
"1146",81.90690038
"1147",90.04314921
"1148",93.69058626
"1149",37.68845114
"1150",63.38036462
"1151",63.36872862
"1152",0
"1153",9.322132163
"1154",13.23389373
"1155",12.65611523
"1156",0.862512473
"1157",11.12595571
"1158",11.33541199
"1159",3.848767902
"1160",26.55673667
"1161",25.42117806
"1162",23.70056273
"1163",25.95507424
"1164",35.80276164
"1165",66.85191048
"1166",70.56509529
"1167",66.6354412
"1168",0
"1169",3.468901589
"1170",31.17955703
"1171",44.26289513
"1172",0
"1173",11.31352123
"1174",33.79435982
"1175",0
"1176",36.54381967
"1177",78.50560016
"1178",32.19059222
"1179",55.46040564
"1180",81.63511603
"1181",4.546243303
"1182",60.54913452
"1183",71.15077458
"1184",NA
"1185",22.42347536
"1186",41.46468331
"1187",54.24578847
"1188",1.581660756
"1189",20.76458994
"1190",36.05750203
"1191",7.805738503
"1192",52.90774845
"1193",83.29437838
"1194",50.80872036
"1195",71.49385038
"1196",99.99999
"1197",29.94942755
"1198",80.02767877
"1199",88.40427326
"1200",0
"1201",7.021683633
"1202",32.41068171
"1203",34.60429695
"1204",0.51807887
"1205",38.44240466
"1206",50.89816476
"1207",5.429390182
"1208",70.22907456
"1209",73.4448659
"1210",68.99091328
"1211",87.93113193
"1212",89.46707858
"1213",6.160292213
"1214",4.80921591
"1215",4.592618792
"1216",0
"1217",25.85124884
"1218",48.4805474
"1219",47.29404915
"1220",0.682447226
"1221",40.82349272
"1222",45.50089871
"1223",2.461539411
"1224",73.58359974
"1225",79.18190676
"1226",78.17281005
"1227",84.44355873
"1228",91.20970452
"1229",40.48243437
"1230",78.37132703
"1231",NA
"1232",0
"1233",23.89038147
"1234",46.79588748
"1235",46.14092963
"1236",0.81239337
"1237",34.83452753
"1238",44.26066466
"1239",9.034825048
"1240",74.23566846
"1241",78.10978605
"1242",86.12188158
"1243",87.95919128
"1244",92.35381549
"1245",42.37662469
"1246",89.5866498
"1247",88.35188783
"1248",0
"1249",1.039364305
"1250",23.78240992
"1251",28.58196621
"1252",0
"1253",44.72607544
"1254",37.40734019
"1255",7.259312325
"1256",68.29340203
"1257",71.5462211
"1258",69.08248124
"1259",88.30829539
"1260",92.90401218
"1261",1.691952122
"1262",0.955483806
"1263",0.597977578
"1264",0
"1265",13.50296194
"1266",48.49744103
"1267",50.86308576
"1268",0
"1269",47.57684436
"1270",54.42113597
"1271",0
"1272",77.66498135
"1273",81.47790375
"1274",63.40623793
"1275",77.4707991
"1276",90.37135809
"1277",13.89042777
"1278",81.62368897
"1279",83.33821324
"1280",0
"1281",18.21528105
"1282",49.51819322
"1283",47.67937659
"1284",0.354218547
"1285",48.43208177
"1286",43.57558027
"1287",4.228381568
"1288",79.45834404
"1289",79.06108402
"1290",87.76406197
"1291",93.03255731
"1292",98.84920594
"1293",14.59032311
"1294",93.74857618
"1295",93.10117477
"1296",0
"1297",3.63508139
"1298",8.251812755
"1299",8.371090186
"1300",0.464178524
"1301",9.793873198
"1302",10.66750923
"1303",6.254328913
"1304",12.75985148
"1305",19.90817203
"1306",22.79957962
"1307",21.49557132
"1308",22.11361026
"1309",0
"1310",0
"1311",0
"1312",0
"1313",0
"1314",0.666561482
"1315",0.805677293
"1316",0
"1317",0.643748157
"1318",1.179429435
"1319",0
"1320",0
"1321",NA
"1322",3.045995181
"1323",2.746121216
"1324",3.990503358
"1325",20.46026555
"1326",21.99352991
"1327",24.09811757
"1328",0
"1329",7.811035954
"1330",12.91242154
"1331",14.75254468
"1332",0.447009792
"1333",6.245379727
"1334",10.13869105
"1335",7.023455372
"1336",21.60951607
"1337",30.16538696
"1338",58.61425338
"1339",71.25057447
"1340",87.4496615
"1341",29.44102359
"1342",39.52795027
"1343",43.52746752
"1344",0
"1345",9.062775444
"1346",13.5242012
"1347",13.8481868
"1348",1.858564029
"1349",13.88581248
"1350",16.72117045
"1351",6.264897465
"1352",23.31600153
"1353",26.3918508
"1354",19.27582448
"1355",20.15990301
"1356",27.24737039
"1357",68.47251074
"1358",71.41375314
"1359",68.57486471
"1360",0
"1361",3.309805744
"1362",19.84794125
"1363",35.66483427
"1364",0
"1365",15.1448727
"1366",47.46105675
"1367",0.620480408
"1368",27.30055458
"1369",67.48065191
"1370",17.3168226
"1371",16.25514799
"1372",50.42857568
"1373",4.713893798
"1374",45.27091516
"1375",58.943816
"1376",0
"1377",20.59737033
"1378",33.22033214
"1379",48.38997285
"1380",2.018550488
"1381",28.52881836
"1382",49.32388819
"1383",7.120028255
"1384",49.40490981
"1385",74.16554821
"1386",44.47903411
"1387",59.28097568
"1388",81.51017538
"1389",28.30443344
"1390",68.89095082
"1391",84.40270662
"1392",0
"1393",5.298717423
"1394",41.59326244
"1395",44.78270058
"1396",1.262424529
"1397",53.17975334
"1398",54.63240731
"1399",4.246823607
"1400",82.46360414
"1401",79.07623711
"1402",74.61155282
"1403",83.37705512
"1404",91.37329051
"1405",9.147761663
"1406",1.707595349
"1407",2.733728741
"1408",0
"1409",25.8434488
"1410",48.06786456
"1411",48.00212967
"1412",0.85894734
"1413",46.19696168
"1414",51.39664392
"1415",2.615785832
"1416",73.85492194
"1417",78.46972259
"1418",61.91869342
"1419",66.70576357
"1420",69.8410056
"1421",35.8579046
"1422",81.6084941
"1423",84.5566149
"1424",0
"1425",28.68684159
"1426",53.85457225
"1427",55.16379105
"1428",1.068125406
"1429",54.23706273
"1430",50.10376029
"1431",3.135484875
"1432",80.39591728
"1433",82.63071562
"1434",89.88953077
"1435",92.89765441
"1436",94.14846732
"1437",41.58551371
"1438",95.12897845
"1439",92.39124083
"1440",0
"1441",1.261091862
"1442",12.61696696
"1443",36.64285561
"1444",0
"1445",52.34346738
"1446",57.08877056
"1447",1.117675591
"1448",83.14947865
"1449",82.84063003
"1450",80.49152522
"1451",89.89767813
"1452",94.29690562
"1453",2.241763673
"1454",1.826315609
"1455",0.747631534
"1456",0
"1457",9.328786223
"1458",45.92980056
"1459",52.24472601
"1460",0.338169234
"1461",43.34412585
"1462",53.38444046
"1463",0.841459123
"1464",72.1822742
"1465",83.93941968
"1466",38.32865111
"1467",59.55424843
"1468",77.75555198
"1469",11.79076705
"1470",83.93526521
"1471",90.73131654
"1472",0
"1473",12.78013721
"1474",49.15372199
"1475",55.56585889
"1476",0.355367929
"1477",50.10834683
"1478",53.33497035
"1479",0.968826586
"1480",80.68492948
"1481",83.05466982
"1482",81.37846659
"1483",89.47412112
"1484",95.75260589
"1485",9.967076399
"1486",86.08980917
"1487",94.54981251
"1488",0
"1489",1.784972431
"1490",7.440214513
"1491",6.314819709
"1492",0.999277443
"1493",10.41519753
"1494",8.359123764
"1495",3.67828301
"1496",11.71308162
"1497",13.97997531
"1498",14.35152074
"1499",15.08654076
"1500",20.14340795
"1501",0
"1502",0
"1503",0
"1504",0
"1505",0
"1506",0.449135277
"1507",0.726790688
"1508",0
"1509",0
"1510",0
"1511",0
"1512",0
"1513",3.693986506
"1514",NA
"1515",2.398450819
"1516",4.24547498
"1517",19.76841529
"1518",23.14988163
"1519",24.5860919
"1520",0
"1521",2.832563629
"1522",7.993089715
"1523",12.93168151
"1524",0
"1525",5.592490444
"1526",7.956770314
"1527",0.628553584
"1528",11.32202809
"1529",20.74522627
"1530",35.61880796
"1531",41.04141598
"1532",55.11524561
"1533",24.77364754
"1534",33.50680291
"1535",41.89146593
"1536",0
"1537",11.59050003
"1538",12.36887401
"1539",16.16257939
"1540",1.729864191
"1541",4.215754471
"1542",4.112217946
"1543",7.911192525
"1544",13.99630758
"1545",18.40781284
"1546",13.98755594
"1547",20.04239857
"1548",19.49452071
"1549",9.474964289
"1550",10.26328927
"1551",14.9442896
"1552",0
"1553",15.11582189
"1554",28.39895545
"1555",34.38141407
"1556",0.377050084
"1557",9.043513945
"1558",13.524053
"1559",3.045865819
"1560",26.51530021
"1561",28.15132537
"1562",22.49487977
"1563",37.83294904
"1564",43.37501152
"1565",10.00638892
"1566",21.4669222
"1567",32.75793304
"1568",0
"1569",11.65330714
"1570",22.58353247
